outer_id,speaker_id,제주방언,표준어
DZES20000135.1.1.1,2,오라방은,오빠는
DZES20000135.1.1.1,2,이,#이
DZES20000135.1.1.2,2,상으로,상으로
DZES20000135.1.1.2,2,받은,받은
DZES20000135.1.1.2,2,공책이,공책이
DZES20000135.1.1.2,2,호나 도,하나 도
DZES20000135.1.1.2,2,어서부난,없어서
DZES20000135.1.1.3,2,나한티,나한테
DZES20000135.1.1.3,2,호나 만,하나 만
DZES20000135.1.1.3,2,주라,주라
DZES20000135.1.1.3,2,호나 만,하나 만
DZES20000135.1.1.3,2,주라,주라
DZES20000135.1.1.3,2,그,그
DZES20000135.1.1.3,2,주랜,주라고
DZES20000135.1.1.3,2,하멍,하면서
DZES20000135.1.1.3,2,이,#이
DZES20000135.1.1.4,2,난,난
DZES20000135.1.1.4,2,안,안
DZES20000135.1.1.4,2,주켄,주겠다고
DZES20000135.1.1.4,2,하민,하면
DZES20000135.1.1.4,2,이,#이
DZES20000135.1.1.5,2,대신,대신
DZES20000135.1.1.5,2,그,그
DZES20000135.1.1.5,2,이녁이,자기가
DZES20000135.1.1.5,2,나,나
DZES20000135.1.1.5,2,그,그
DZES20000135.1.1.5,2,혹교숙제를,학교숙제를
DZES20000135.1.1.5,2,여러,여러
DZES20000135.1.1.5,2,번,번
DZES20000135.1.1.5,2,해,해
DZES20000135.1.1.5,2,주켄,주겠다고
DZES20000135.1.1.5,2,호민,하면
DZES20000135.1.1.5,2,이,#이
DZES20000135.1.1.6,2,그,그
DZES20000135.1.1.6,2,나가,내가
DZES20000135.1.1.6,2,밑간인줄,밑간인줄
DZES20000135.1.1.6,2,알암서도,알면서도
DZES20000135.1.1.7,2,홀,할
DZES20000135.1.1.7,2,수,수
DZES20000135.1.1.7,2,어시,없이
DZES20000135.1.1.7,2,공책,공책
DZES20000135.1.1.7,2,호나 정도는,하나 정도는
DZES20000135.1.1.7,2,이,#이
DZES20000135.1.1.7,2,오라방한테,오빠한테
DZES20000135.1.1.7,2,줬주게,줬거든
DZES20000135.1.1.7,2,이,#이
DZES20000135.1.1.8,2,그,그
DZES20000135.1.1.9,2,저,저
DZES20000135.1.1.9,2,집에,집에
DZES20000135.1.1.9,2,오라그넹,와서
DZES20000135.1.1.10,2,어멍아방신디,엄마아빠한테
DZES20000135.1.1.10,2,공책을,공책을
DZES20000135.1.1.10,2,요라 개,여러 개
DZES20000135.1.1.10,2,배와 주민,보여주면
DZES20000135.1.1.10,2,이,#이
DZES20000135.1.1.11,2,아이고,아이고
DZES20000135.1.1.11,2,우리,우리
DZES20000135.1.1.11,2,셋똘,막내딸
DZES20000135.1.1.11,2,요망지곡,특별하고
DZES20000135.1.1.11,2,이,#이
DZES20000135.1.1.11,2,속았댄,고생했다고
DZES20000135.1.1.11,2,하멍,하면서
DZES20000135.1.1.11,2,이,#이
DZES20000135.1.1.12,2,잘록,잘록
DZES20000135.1.1.12,2,잘도,매우
DZES20000135.1.1.12,2,그,그
DZES20000135.1.1.12,2,저,저
DZES20000135.1.1.12,2,(()),(())
DZES20000135.1.1.13,2,&name1&,&name1&
DZES20000135.1.1.14,2,거난,그니까
DZES20000135.1.1.14,2,니는,니는
DZES20000135.1.1.14,2,저,저
DZES20000135.1.1.15,2,운동회날,운동회날
DZES20000135.1.1.16,2,무신 거,뭐
DZES20000135.1.1.16,2,했던,했던
DZES20000135.1.1.16,2,그,그
DZES20000135.1.1.16,2,기억들이,기억들이
DZES20000135.1.1.16,2,젤롱,제일로
DZES20000135.1.1.16,2,남샤?,나?
DZES20000135.1.1.17,3,아이고,아이고
DZES20000135.1.1.17,3,난양,나는요
DZES20000135.1.1.18,3,운동회,운동회
DZES20000135.1.1.18,3,날,날
DZES20000135.1.1.18,3,이,이
DZES20000135.1.1.18,3,인,인
DZES20000135.1.1.18,3,삼,삼
DZES20000135.1.1.18,3,각,각
DZES20000135.1.1.18,3,돌음박질이,달리기를
DZES20000135.1.1.18,3,허여난거,했던거
DZES20000135.1.1.18,3,기억남수다만은,기억납니다만은
DZES20000135.1.1.19,2,그,그
DZES20000135.1.1.19,2,돌음박질,달리기
DZES20000135.1.1.19,2,이,이
DZES20000135.1.1.19,2,인,인
DZES20000135.1.1.19,2,삼,삼
DZES20000135.1.1.19,2,각을,각을
DZES20000135.1.1.19,2,해났댄,했었다는
DZES20000135.1.1.19,2,말이가?,말이야?
DZES20000135.1.1.20,2,그거,그거
DZES20000135.1.1.20,2,어떵,어떻게
DZES20000135.1.1.20,2,하는,하는
DZES20000135.1.1.20,2,거고?,거야?
DZES20000135.1.1.20,2,그거는,그거는
DZES20000135.1.1.21,1,두,두
DZES20000135.1.1.21,1,사람이,사람이
DZES20000135.1.1.21,1,혼디,함께
DZES20000135.1.1.21,1,다리,다리
DZES20000135.1.1.21,1,두,두
DZES20000135.1.1.21,1,착,쪽
DZES20000135.1.1.21,1,묶어그네양,묶어서요
DZES20000135.1.1.21,1,돋는,달리는
DZES20000135.1.1.21,1,거,거
DZES20000135.1.1.21,1,그거,그거
DZES20000135.1.1.21,1,말,말
DZES20000135.1.1.21,1,아니?,아니야?
DZES20000135.1.1.22,3,아이고,아이고
DZES20000135.1.1.22,3,이모,이모
DZES20000135.1.1.22,3,맞수다,맞아요
DZES20000135.1.1.22,3,게,#게
DZES20000135.1.1.23,3,연습할,연습할
DZES20000135.1.1.23,3,땐,땐
DZES20000135.1.1.23,3,@이름2영,@이름2랑
DZES20000135.1.1.23,3,고치,같이
DZES20000135.1.1.23,3,돌아신디,달렸는데
DZES20000135.1.1.24,3,빨리만,빨리만
DZES20000135.1.1.24,3,돋잰,달리려고
DZES20000135.1.1.24,3,하난,하니까
DZES20000135.1.1.25,3,엎더지기만,엎어지기만
DZES20000135.1.1.25,3,하고,하고
DZES20000135.1.1.25,3,돋지,달리지
DZES20000135.1.1.25,3,못,못
DZES20000135.1.1.25,3,하연게만은,하더라만은
DZES20000135.1.1.25,3,그,그
DZES20000135.1.1.25,3,후젠,후에는
DZES20000135.1.1.25,3,둘,둘
DZES20000135.1.1.25,3,이가,이가
DZES20000135.1.1.26,3,호나,하나
DZES20000135.1.1.26,3,둘,둘
DZES20000135.1.1.26,3,호나,하나
DZES20000135.1.1.26,3,둘,둘
DZES20000135.1.1.26,3,하멍,하면서
DZES20000135.1.1.27,3,고치,같이
DZES20000135.1.1.27,3,박자,박자
DZES20000135.1.1.27,3,맞추난예,맞추니까요
DZES20000135.1.1.28,3,돋는,달리는
DZES20000135.1.1.28,3,연습을,연습을
DZES20000135.1.1.28,3,하영,많이
DZES20000135.1.1.28,3,하난,하니까
DZES20000135.1.1.29,3,시합할,시합할
DZES20000135.1.1.29,3,때,때
DZES20000135.1.1.29,3,숨,숨
DZES20000135.1.1.29,3,맞추멍,맞추면서
DZES20000135.1.1.29,3,돌려젼,달려져서
DZES20000135.1.1.30,3,일등,일등
DZES20000135.1.1.30,3,허여났수다,했었어요
DZES20000135.1.1.31,1,아이고,아이고
DZES20000135.1.1.31,1,거난,그니까
DZES20000135.1.1.31,1,그,그
DZES20000135.1.1.31,1,연습도,연습도
DZES20000135.1.1.31,1,참,참
DZES20000135.1.1.31,1,참,참
DZES20000135.1.1.31,1,할만한,할만한
DZES20000135.1.1.31,1,거라났져,거였다
DZES20000135.1.1.31,1,게,#게
DZES20000135.1.1.31,1,이,#이
DZES20000135.1.1.32,1,난,난
DZES20000135.1.1.32,1,그,그
