outer_id,speaker_id,제주방언,표준어
DZJD20000881.1.1.1,1,할,할
DZJD20000881.1.1.1,1,때,때
DZJD20000881.1.1.1,1,엄청,엄청
DZJD20000881.1.1.1,1,이,#이
DZJD20000881.1.1.1,1,고민하게,고민하게
DZJD20000881.1.1.1,1,되더라,되더라
DZJD20000881.1.1.2,2,그래서,그래서
DZJD20000881.1.1.2,2,포기(핸)/(했어),포기(핸)/(했어)
DZJD20000881.1.1.3,1,있는,있는
DZJD20000881.1.1.3,1,거만,거만
DZJD20000881.1.1.3,1,(()),(())
DZJD20000881.1.1.4,2,언니,언니
DZJD20000881.1.1.4,2,기숙사,기숙사
DZJD20000881.1.1.4,2,어때,어때
DZJD20000881.1.1.4,2,기숙사,기숙사
DZJD20000881.1.1.4,2,괜춘?,괜춘?
DZJD20000881.1.1.5,1,기숙사,기숙사
DZJD20000881.1.1.5,1,안괜춘,안괜춘
DZJD20000881.1.1.6,2,언니,언니
DZJD20000881.1.1.6,2,그러면,그러면
DZJD20000881.1.1.6,2,대학교,대학교
DZJD20000881.1.1.6,2,기숙사에,기숙사에
DZJD20000881.1.1.6,2,있는거지?,있는거지?
DZJD20000881.1.1.7,1,응,응
DZJD20000881.1.1.7,1,응,응
DZJD20000881.1.1.7,1,응,응
DZJD20000881.1.1.8,1,기숙사가,기숙사가
DZJD20000881.1.1.8,1,이,#이
DZJD20000881.1.1.8,1,좋기는,좋기는
DZJD20000881.1.1.8,1,그냥,그냥
DZJD20000881.1.1.8,1,학교,학교
DZJD20000881.1.1.8,1,갈,갈
DZJD20000881.1.1.8,1,때,때
DZJD20000881.1.1.8,1,편한,편한
DZJD20000881.1.1.8,1,거,거
DZJD20000881.1.1.8,1,그것만,그것만
DZJD20000881.1.1.8,1,이신디,있는데
DZJD20000881.1.1.9,1,쫌,쫌
DZJD20000881.1.1.9,1,아,아
DZJD20000881.1.1.9,1,근데,근데
DZJD20000881.1.1.9,1,막,막
DZJD20000881.1.1.9,1,시내에,시내에
DZJD20000881.1.1.9,1,있는,있는
DZJD20000881.1.1.9,1,기숙사면,기숙사면
DZJD20000881.1.1.9,1,괜찮을,괜찮을
DZJD20000881.1.1.9,1,거,거
DZJD20000881.1.1.9,1,같긴,같긴
DZJD20000881.1.1.9,1,한데,한데
DZJD20000881.1.1.10,1,여기는,여기는
DZJD20000881.1.1.10,1,별로,별로
DZJD20000881.1.1.11,1,좋은게,좋은게
DZJD20000881.1.1.11,1,딱히,딱히
DZJD20000881.1.1.11,1,어신,없는
DZJD20000881.1.1.11,1,거,거
DZJD20000881.1.1.11,1,닮은디,같은데
DZJD20000881.1.1.12,2,일,일
DZJD20000881.1.1.12,2,인실?,인실?
DZJD20000881.1.1.13,1,아니,아니
DZJD20000881.1.1.13,1,이,이
DZJD20000881.1.1.13,1,인실,인실
DZJD20000881.1.1.14,2,아,아
DZJD20000881.1.1.14,2,이인실,이인실
DZJD20000881.1.1.15,1,그냥,그냥
DZJD20000881.1.1.15,1,자취하는게,자취하는게
DZJD20000881.1.1.15,1,(()),(())
DZJD20000881.1.1.16,2,아,아
DZJD20000881.1.1.17,2,그,그
DZJD20000881.1.1.18,2,그,그
DZJD20000881.1.1.18,2,샤워실은,샤워실은
DZJD20000881.1.1.18,2,공용으로,공용으로
DZJD20000881.1.1.18,2,되(,되(
DZJD20000881.1.1.18,2,이서?)/(있어?),이서?)/(있어?)
DZJD20000881.1.1.19,1,아니,아니
DZJD20000881.1.1.19,1,그거,그거
DZJD20000881.1.1.19,1,따로,따로
DZJD20000881.1.1.19,1,있긴,있긴
DZJD20000881.1.1.19,1,이서,있어
DZJD20000881.1.1.20,2,아,아
DZJD20000881.1.1.20,2,진짜?,진짜?
DZJD20000881.1.1.21,2,(()),(())
DZJD20000881.1.1.22,1,응,응
DZJD20000881.1.1.23,2,응,응
DZJD20000881.1.1.24,2,아,아
DZJD20000881.1.1.24,2,나는,나는
DZJD20000881.1.1.24,2,대학교,대학교
DZJD20000881.1.1.24,2,때,때
DZJD20000881.1.1.24,2,넣어신디 ,넣었는데
DZJD20000881.1.1.24,2,먼저,먼저
DZJD20000881.1.1.24,2,광탈,광탈
DZJD20000881.1.1.24,2,해부런,해버렸어
DZJD20000881.1.1.25,2,어,어
