outer_id,speaker_id,제주방언,표준어
DZES20000043_1.1.1.1,2,바로,바로
DZES20000043_1.1.1.1,2,이어서,이어서
DZES20000043_1.1.1.1,2,할게.,할게.
DZES20000043_1.1.1.2,3,그리고,그리고
DZES20000043_1.1.1.2,3,재난,재난
DZES20000043_1.1.1.2,3,문자오면,문자오면
DZES20000043_1.1.1.3,1,재난문자,재난문자
DZES20000043_1.1.1.3,1,때문에,때문에
DZES20000043_1.1.1.3,1,진짜,진짜
DZES20000043_1.1.1.3,1,짜증나.,짜증나.
DZES20000043_1.1.1.4,3,끊어진,끊어진
DZES20000043_1.1.1.4,3,거,거
DZES20000043_1.1.1.4,3,같던데.,같던데.
DZES20000043_1.1.1.5,1,런던,런던
DZES20000043_1.1.1.5,1,사우나,사우나
DZES20000043_1.1.1.5,1,여탕,여탕
DZES20000043_1.1.1.6,2,해이,해
DZES20000043_1.1.1.7,2,어,어
DZES20000043_1.1.1.7,2,시작핸,시작했어.
DZES20000043_1.1.1.7,2,시작핸,시작했어.
DZES20000043_1.1.1.8,1,아,아
DZES20000043_1.1.1.8,1,시작핸?,시작했어?
DZES20000043_1.1.1.9,2,진짜,진짜
DZES20000043_1.1.1.9,2,힘들지,힘들지
DZES20000043_1.1.1.10,1,(()),(())
DZES20000043_1.1.1.11,1,아,아
DZES20000043_1.1.1.11,1,맛있긴,맛있긴
DZES20000043_1.1.1.11,1,하겠다.,하겠다.
DZES20000043_1.1.1.11,1,이거(이)/(#이),이거(이)/(#이)
DZES20000043_1.1.1.12,2,우리,우리
DZES20000043_1.1.1.12,2,술,술
DZES20000043_1.1.1.12,2,마시러,마시러
DZES20000043_1.1.1.12,2,갔을,갔을
DZES20000043_1.1.1.12,2,때,때
DZES20000043_1.1.1.13,2,할,할
DZES20000043_1.1.1.13,2,말,말
DZES20000043_1.1.1.13,2,없을껄,없을껄
DZES20000043_1.1.1.14,2,할,할
DZES20000043_1.1.1.14,2,말,말
DZES20000043_1.1.1.14,2,없어지는,없어지는
DZES20000043_1.1.1.14,2,거,거
DZES20000043_1.1.1.14,2,아니?,아니야?
DZES20000043_1.1.1.15,1,(()),(())
DZES20000043_1.1.1.15,1,수,수
DZES20000043_1.1.1.15,1,없었을까,없었을까
DZES20000043_1.1.1.16,1,서귀포,서귀포
DZES20000043_1.1.1.16,1,진짜,진짜
DZES20000043_1.1.1.16,1,옷,옷
DZES20000043_1.1.1.16,1,살,살
DZES20000043_1.1.1.16,1,데가,데가
DZES20000043_1.1.1.16,1,없어.,없어.
DZES20000043_1.1.1.17,2,제주시도,제주시도
DZES20000043_1.1.1.17,2,엄.,없어.
DZES20000043_1.1.1.18,3,너네,너네
DZES20000043_1.1.1.18,3,몇,몇
DZES20000043_1.1.1.18,3,시까지,시까지
DZES20000043_1.1.1.18,3,먹을,먹을
DZES20000043_1.1.1.18,3,거?,거야?
DZES20000043_1.1.1.18,3,술.,술.
DZES20000043_1.1.1.19,2,흐억,흐억
DZES20000043_1.1.1.19,2,해외,해외
DZES20000043_1.1.1.19,2,입술,입술
DZES20000043_1.1.1.19,2,성형,성형
DZES20000043_1.1.1.19,2,유행.,유행.
DZES20000043_1.1.1.20,2,으,으
DZES20000043_1.1.1.20,2,으윽,으윽
DZES20000043_1.1.1.21,3,너네,너네
DZES20000043_1.1.1.21,3,술,술
DZES20000043_1.1.1.21,3,몇,몇
DZES20000043_1.1.1.21,3,시까지,시까지
DZES20000043_1.1.1.21,3,먹을,먹을
DZES20000043_1.1.1.21,3,거?,거야?
DZES20000043_1.1.1.22,2,원래,원래
DZES20000043_1.1.1.22,2,정하고,정하고
DZES20000043_1.1.1.22,2,먹는,먹는
DZES20000043_1.1.1.22,2,거,거
DZES20000043_1.1.1.22,2,아니잖아.,아니잖아.
DZES20000043_1.1.1.23,1,정하고,정하고
DZES20000043_1.1.1.23,1,먹지,먹지
DZES20000043_1.1.1.23,1,않아신디,않았는데
DZES20000043_1.1.1.23,1,항상,항상
DZES20000043_1.1.1.23,1,이,#이
DZES20000043_1.1.1.23,1,아침에,아침에
DZES20000043_1.1.1.23,1,가는,가는
DZES20000043_1.1.1.23,1,거,거
DZES20000043_1.1.1.23,1,닮아.,같아.
DZES20000043_1.1.1.24,3,인정,인정
DZES20000043_1.1.1.24,3,아,아
DZES20000043_1.1.1.24,3,오늘,오늘
DZES20000043_1.1.1.24,3,너무,너무
DZES20000043_1.1.1.24,3,피곤하다.,피곤하다.
DZES20000043_1.1.1.25,2,음,음
DZES20000043_1.1.1.25,2,오늘,오늘
DZES20000043_1.1.1.25,2,조금만,조금만
DZES20000043_1.1.1.25,2,마시게.,마시자.
DZES20000043_1.1.1.26,3,아,아
DZES20000043_1.1.1.26,3,내가,내가
DZES20000043_1.1.1.26,3,잘,잘
DZES20000043_1.1.1.26,3,삘.,삘.
DZES20000043_1.1.1.27,2,야,야
DZES20000043_1.1.1.27,2,불,불
DZES20000043_1.1.1.27,2,킨다.,킨다.
DZES20000043_1.1.1.28,2,알았어,알았어
DZES20000043_1.1.1.28,2,알았어.,알았어.
DZES20000043_1.1.1.29,2,얘들아,얘들아
